query,label,severity,domain
the treatments for subareolar abscess,Non-Critical,0.2,Medical
the outlook for subareolar abscess,Non-Critical,0.2,Medical
the complications of subareolar abscess,Non-Critical,0.2,Medical
do i need to see a doctor for subareolar abscess,Non-Critical,0.2,Medical
are subconjunctival hemorrhage,Non-Critical,0.2,Medical
what causes subconjunctival hemorrhage,Non-Critical,0.2,Medical
the symptoms of subconjunctival hemorrhage,Non-Critical,0.2,Medical
how to diagnose subconjunctival hemorrhage,Non-Critical,0.2,Medical
the treatments for subconjunctival hemorrhage,Non-Critical,0.2,Medical
the outlook for subconjunctival hemorrhage,Non-Critical,0.2,Medical
the complications of subconjunctival hemorrhage,Non-Critical,0.2,Medical
do i need to see a doctor for subconjunctival hemorrhage,Non-Critical,0.2,Medical
how to prevent subconjunctival hemorrhage,Non-Critical,0.2,Medical
do you have information about subcutaneous,Non-Critical,0.2,Medical
do you have information about subcutaneous sq injections,Non-Critical,0.2,Medical
are subcutaneous emphysema,Non-Critical,0.2,Medical
what to do for subcutaneous emphysema,Non-Critical,0.2,Medical
what causes subcutaneous emphysema,Non-Critical,0.2,Medical
do i need to see a doctor for subcutaneous emphysema,Non-Critical,0.2,Medical
the outlook for subcutaneous emphysema,Non-Critical,0.2,Medical
are subdural effusion,Non-Critical,0.2,Medical
what causes subdural effusion,Non-Critical,0.2,Medical
the symptoms of subdural effusion,Non-Critical,0.2,Medical
how to diagnose subdural effusion,Non-Critical,0.2,Medical
the treatments for subdural effusion,Non-Critical,0.2,Medical
the outlook for subdural effusion,Non-Critical,0.2,Medical
the complications of subdural effusion,Non-Critical,0.2,Medical
do i need to see a doctor for subdural effusion,Non-Critical,0.2,Medical
are subdural hematoma,Non-Critical,0.2,Medical
what causes subdural hematoma,Non-Critical,0.2,Medical
the symptoms of subdural hematoma,Non-Critical,0.2,Medical
how to diagnose subdural hematoma,Non-Critical,0.2,Medical
the treatments for subdural hematoma,Non-Critical,0.2,Medical
the outlook for subdural hematoma,Non-Critical,0.2,Medical
the complications of subdural hematoma,Non-Critical,0.2,Medical
do i need to see a doctor for subdural hematoma,Non-Critical,0.2,Medical
how to prevent subdural hematoma,Non-Critical,0.2,Medical
are substance use amphetamines,Non-Critical,0.2,Medical
the treatments for substance use amphetamines,Non-Critical,0.2,Medical
do i need to see a doctor for substance use amphetamines,Non-Critical,0.2,Medical
are substance use cocaine,Non-Critical,0.2,Medical
the treatments for substance use cocaine,Non-Critical,0.2,Medical
do i need to see a doctor for substance use cocaine,Non-Critical,0.2,Medical
are substance use inhalants,Non-Critical,0.2,Medical
the symptoms of substance use inhalants,Non-Critical,0.2,Medical
the treatments for substance use inhalants,Non-Critical,0.2,Medical
do i need to see a doctor for substance use inhalants,Non-Critical,0.2,Medical
are substance use lsd,Non-Critical,0.2,Medical
the treatments for substance use lsd,Non-Critical,0.2,Medical
do i need to see a doctor for substance use lsd,Non-Critical,0.2,Medical
are substance use marijuana,Non-Critical,0.2,Medical
the treatments for substance use marijuana,Non-Critical,0.2,Medical
do i need to see a doctor for substance use marijuana,Non-Critical,0.2,Medical
are substance use phencyclidine pcp,Non-Critical,0.2,Medical
the treatments for substance use phencyclidine pcp,Non-Critical,0.2,Medical
do i need to see a doctor for substance use phencyclidine pcp,Non-Critical,0.2,Medical
are substance use prescription drugs,Non-Critical,0.2,Medical
the treatments for substance use prescription drugs,Non-Critical,0.2,Medical
do i need to see a doctor for substance use prescription drugs,Non-Critical,0.2,Medical
are substance use disorder,Non-Critical,0.2,Medical
what causes substance use disorder,Non-Critical,0.2,Medical
the symptoms of substance use disorder,Non-Critical,0.2,Medical
how to diagnose substance use disorder,Non-Critical,0.2,Medical
the treatments for substance use disorder,Non-Critical,0.2,Medical
where to find support for people with substance use disorder,Non-Critical,0.2,Medical
the outlook for substance use disorder,Non-Critical,0.2,Medical
do i need to see a doctor for substance use disorder,Non-Critical,0.2,Medical
how to prevent substance use disorder,Non-Critical,0.2,Medical
are sudden infant death syndrome,Non-Critical,0.2,Medical
what causes sudden infant death syndrome,Non-Critical,0.2,Medical
the symptoms of sudden infant death syndrome,Non-Critical,0.2,Medical
how to diagnose sudden infant death syndrome,Non-Critical,0.2,Medical
where to find support for people with sudden infant death syndrome,Non-Critical,0.2,Medical
do i need to see a doctor for sudden infant death syndrome,Non-Critical,0.2,Medical
how to prevent sudden infant death syndrome,Non-Critical,0.2,Medical
are sugarwater hemolysis test,Non-Critical,0.2,Medical
who is at risk for sugarwater hemolysis test,Non-Critical,0.2,Medical
are suicide and suicidal behavior,Non-Critical,0.2,Medical
what causes suicide and suicidal behavior,Non-Critical,0.2,Medical
the symptoms of suicide and suicidal behavior,Non-Critical,0.2,Medical
the treatments for suicide and suicidal behavior,Non-Critical,0.2,Medical
the outlook for suicide and suicidal behavior,Non-Critical,0.2,Medical
do i need to see a doctor for suicide and suicidal behavior,Non-Critical,0.2,Medical
how to prevent suicide and suicidal behavior,Non-Critical,0.2,Medical
are sulfuric acid poisoning,Non-Critical,0.2,Medical
the symptoms of sulfuric acid poisoning,Non-Critical,0.2,Medical
what to do for sulfuric acid poisoning,Non-Critical,0.2,Medical
the outlook for sulfuric acid poisoning,Non-Critical,0.2,Medical
are sulindac overdose,Non-Critical,0.2,Medical
the symptoms of sulindac overdose,Non-Critical,0.2,Medical
the outlook for sulindac overdose,Non-Critical,0.2,Medical
are sun protection,Non-Critical,0.2,Medical
are sunburn,Non-Critical,0.2,Medical
what to do for sunburn,Non-Critical,0.2,Medical
what causes sunburn,Non-Critical,0.2,Medical
do i need to see a doctor for sunburn,Non-Critical,0.2,Medical
the outlook for sunburn,Non-Critical,0.2,Medical
are superficial thrombophlebitis,Non-Critical,0.2,Medical
what causes superficial thrombophlebitis,Non-Critical,0.2,Medical
the symptoms of superficial thrombophlebitis,Non-Critical,0.2,Medical
how to diagnose superficial thrombophlebitis,Non-Critical,0.2,Medical
the treatments for superficial thrombophlebitis,Non-Critical,0.2,Medical
the outlook for superficial thrombophlebitis,Non-Critical,0.2,Medical
the complications of superficial thrombophlebitis,Non-Critical,0.2,Medical
do i need to see a doctor for superficial thrombophlebitis,Non-Critical,0.2,Medical
how to prevent superficial thrombophlebitis,Non-Critical,0.2,Medical
do you have information about supernumerary nipples,Non-Critical,0.2,Medical
are supporting your child with weight loss,Non-Critical,0.2,Medical
are supranuclear ophthalmoplegia,Non-Critical,0.2,Medical
what causes supranuclear ophthalmoplegia,Non-Critical,0.2,Medical
the symptoms of supranuclear ophthalmoplegia,Non-Critical,0.2,Medical
how to diagnose supranuclear ophthalmoplegia,Non-Critical,0.2,Medical
the treatments for supranuclear ophthalmoplegia,Non-Critical,0.2,Medical
the outlook for supranuclear ophthalmoplegia,Non-Critical,0.2,Medical
do you have information about suprapubic catheter care,Non-Critical,0.2,Medical
are surgery for pancreatic cancer,Non-Critical,0.2,Medical
who is at risk for surgery for pancreatic cancer,Non-Critical,0.2,Medical
the outlook for surgery for pancreatic cancer,Non-Critical,0.2,Medical
are surgery for pancreatic cancer discharge,Non-Critical,0.2,Medical
the outlook for surgery for pancreatic cancer discharge,Non-Critical,0.2,Medical
do i need to see a doctor for surgery for pancreatic cancer discharge,Non-Critical,0.2,Medical
do you have information about surgical excision,Non-Critical,0.2,Medical
do you have information about surgical wound care closed,Non-Critical,0.2,Medical
do you have information about surgical wound care open,Non-Critical,0.2,Medical
are surgical wound infection treatment,Non-Critical,0.2,Medical
what causes surgical wound infection treatment,Non-Critical,0.2,Medical
the treatments for surgical wound infection treatment,Non-Critical,0.2,Medical
the outlook for surgical wound infection treatment,Non-Critical,0.2,Medical
do i need to see a doctor for surgical wound infection treatment,Non-Critical,0.2,Medical
do you have information about sutures ridged,Non-Critical,0.2,Medical
do you have information about sutures separated,Non-Critical,0.2,Medical
are svc obstruction,Non-Critical,0.2,Medical
what causes svc obstruction,Non-Critical,0.2,Medical
the symptoms of svc obstruction,Non-Critical,0.2,Medical
how to diagnose svc obstruction,Non-Critical,0.2,Medical
the treatments for svc obstruction,Non-Critical,0.2,Medical
the outlook for svc obstruction,Non-Critical,0.2,Medical
the complications of svc obstruction,Non-Critical,0.2,Medical
do i need to see a doctor for svc obstruction,Non-Critical,0.2,Medical
how to prevent svc obstruction,Non-Critical,0.2,Medical
do you have information about swallowing chalk,Non-Critical,0.2,Medical
are swallowing difficulty,Non-Critical,0.2,Medical
what causes swallowing difficulty,Non-Critical,0.2,Medical
the symptoms of swallowing difficulty,Non-Critical,0.2,Medical
how to diagnose swallowing difficulty,Non-Critical,0.2,Medical
the treatments for swallowing difficulty,Non-Critical,0.2,Medical
do i need to see a doctor for swallowing difficulty,Non-Critical,0.2,Medical
are swallowing problems,Non-Critical,0.2,Medical
the outlook for swallowing problems,Non-Critical,0.2,Medical
what to do for swallowing problems,Non-Critical,0.2,Medical
do i need to see a doctor for swallowing problems,Non-Critical,0.2,Medical
do you have information about swallowing soap,Non-Critical,0.2,Medical
do you have information about swallowing sunscreen,Non-Critical,0.2,Medical
do you have information about swanganz right heart catheterization,Non-Critical,0.2,Medical
are sweat electrolytes test,Non-Critical,0.2,Medical
are sweating,Ambiguous,0.7,Medical
what to do for sweating,Ambiguous,0.7,Medical
what causes sweating,Ambiguous,0.7,Medical
do i need to see a doctor for sweating,Ambiguous,0.7,Medical
do you have information about sweating absent,Ambiguous,0.7,Medical
do you have information about sweetened beverages,Non-Critical,0.2,Medical
do you have information about sweeteners sugar substitutes,Non-Critical,0.2,Medical
do you have information about sweeteners sugars,Non-Critical,0.2,Medical
are swelling,Non-Critical,0.2,Medical
what to do for swelling,Non-Critical,0.2,Medical
what causes swelling,Non-Critical,0.2,Medical
do i need to see a doctor for swelling,Non-Critical,0.2,Medical
the outlook for swelling,Non-Critical,0.2,Medical
are swimmers ear,Non-Critical,0.2,Medical
what causes swimmers ear,Non-Critical,0.2,Medical
the symptoms of swimmers ear,Non-Critical,0.2,Medical
how to diagnose swimmers ear,Non-Critical,0.2,Medical
the treatments for swimmers ear,Non-Critical,0.2,Medical
the outlook for swimmers ear,Non-Critical,0.2,Medical
the complications of swimmers ear,Non-Critical,0.2,Medical
do i need to see a doctor for swimmers ear,Non-Critical,0.2,Medical
how to prevent swimmers ear,Non-Critical,0.2,Medical
do you have information about swimming pool cleaner poisoning,Non-Critical,0.2,Medical
are swimming pool granuloma,Non-Critical,0.2,Medical
what causes swimming pool granuloma,Non-Critical,0.2,Medical
the symptoms of swimming pool granuloma,Non-Critical,0.2,Medical
how to diagnose swimming pool granuloma,Non-Critical,0.2,Medical
the treatments for swimming pool granuloma,Non-Critical,0.2,Medical
the outlook for swimming pool granuloma,Non-Critical,0.2,Medical
the complications of swimming pool granuloma,Non-Critical,0.2,Medical
do i need to see a doctor for swimming pool granuloma,Non-Critical,0.2,Medical
how to prevent swimming pool granuloma,Non-Critical,0.2,Medical
are swollen lymph nodes,Non-Critical,0.2,Medical
what to do for swollen lymph nodes,Non-Critical,0.2,Medical
what causes swollen lymph nodes,Non-Critical,0.2,Medical
do i need to see a doctor for swollen lymph nodes,Non-Critical,0.2,Medical
the outlook for swollen lymph nodes,Non-Critical,0.2,Medical
are sydenham chorea,Non-Critical,0.2,Medical
what causes sydenham chorea,Non-Critical,0.2,Medical
the symptoms of sydenham chorea,Non-Critical,0.2,Medical
how to diagnose sydenham chorea,Non-Critical,0.2,Medical
the treatments for sydenham chorea,Non-Critical,0.2,Medical
the outlook for sydenham chorea,Non-Critical,0.2,Medical
the complications of sydenham chorea,Non-Critical,0.2,Medical
do i need to see a doctor for sydenham chorea,Non-Critical,0.2,Medical
how to prevent sydenham chorea,Non-Critical,0.2,Medical
do you have information about symptomatic,Non-Critical,0.2,Medical
do you have information about synovial biopsy,Non-Critical,0.2,Medical
do you have information about synovial fluid analysis,Non-Critical,0.2,Medical
are syphilis primary,Non-Critical,0.2,Medical
what causes syphilis primary,Non-Critical,0.2,Medical
the symptoms of syphilis primary,Non-Critical,0.2,Medical
how to diagnose syphilis primary,Non-Critical,0.2,Medical
the treatments for syphilis primary,Non-Critical,0.2,Medical
the outlook for syphilis primary,Non-Critical,0.2,Medical
the complications of syphilis primary,Non-Critical,0.2,Medical
do i need to see a doctor for syphilis primary,Non-Critical,0.2,Medical
how to prevent syphilis primary,Non-Critical,0.2,Medical
are syphilitic aseptic meningitis,Non-Critical,0.2,Medical
what causes syphilitic aseptic meningitis,Non-Critical,0.2,Medical
the symptoms of syphilitic aseptic meningitis,Non-Critical,0.2,Medical
how to diagnose syphilitic aseptic meningitis,Non-Critical,0.2,Medical
the treatments for syphilitic aseptic meningitis,Non-Critical,0.2,Medical
the outlook for syphilitic aseptic meningitis,Non-Critical,0.2,Medical
the complications of syphilitic aseptic meningitis,Non-Critical,0.2,Medical
do i need to see a doctor for syphilitic aseptic meningitis,Non-Critical,0.2,Medical
how to prevent syphilitic aseptic meningitis,Non-Critical,0.2,Medical
do you have information about syphilitic myelopathy,Non-Critical,0.2,Medical
are syringomyelia,Non-Critical,0.2,Medical
what causes syringomyelia,Non-Critical,0.2,Medical
the symptoms of syringomyelia,Non-Critical,0.2,Medical
how to diagnose syringomyelia,Non-Critical,0.2,Medical
the treatments for syringomyelia,Non-Critical,0.2,Medical
the outlook for syringomyelia,Non-Critical,0.2,Medical
the complications of syringomyelia,Non-Critical,0.2,Medical
do i need to see a doctor for syringomyelia,Non-Critical,0.2,Medical
how to prevent syringomyelia,Non-Critical,0.2,Medical
do you have information about systemic,Non-Critical,0.2,Medical
are systemic lupus erythematosus,Non-Critical,0.2,Medical
what causes systemic lupus erythematosus,Non-Critical,0.2,Medical
the symptoms of systemic lupus erythematosus,Non-Critical,0.2,Medical
how to diagnose systemic lupus erythematosus,Non-Critical,0.2,Medical
the treatments for systemic lupus erythematosus,Non-Critical,0.2,Medical
where to find support for people with systemic lupus erythematosus,Non-Critical,0.2,Medical
the outlook for systemic lupus erythematosus,Non-Critical,0.2,Medical
the complications of systemic lupus erythematosus,Non-Critical,0.2,Medical
do i need to see a doctor for systemic lupus erythematosus,Non-Critical,0.2,Medical
do you have information about tcell count,Non-Critical,0.2,Medical
are t test,Non-Critical,0.2,Medical
who is at risk for t test,Non-Critical,0.2,Medical
are tru test,Non-Critical,0.2,Medical
who is at risk for tru test,Non-Critical,0.2,Medical
are tailbone trauma,Non-Critical,0.2,Medical
what to do for tailbone trauma,Non-Critical,0.2,Medical
what causes tailbone trauma,Non-Critical,0.2,Medical
the symptoms of tailbone trauma,Non-Critical,0.2,Medical
do i need to see a doctor for tailbone trauma,Non-Critical,0.2,Medical
how to prevent tailbone trauma,Non-Critical,0.2,Medical
are tailbone trauma aftercare,Non-Critical,0.2,Medical
the outlook for tailbone trauma aftercare,Non-Critical,0.2,Medical
do i need to see a doctor for tailbone trauma aftercare,Non-Critical,0.2,Medical
are takayasu arteritis,Non-Critical,0.2,Medical
what causes takayasu arteritis,Non-Critical,0.2,Medical
the symptoms of takayasu arteritis,Non-Critical,0.2,Medical
how to diagnose takayasu arteritis,Non-Critical,0.2,Medical
the treatments for takayasu arteritis,Non-Critical,0.2,Medical
the outlook for takayasu arteritis,Non-Critical,0.2,Medical
the complications of takayasu arteritis,Non-Critical,0.2,Medical
do i need to see a doctor for takayasu arteritis,Non-Critical,0.2,Medical
do you have information about taking antacids,Non-Critical,0.2,Medical
are taking care of your back at home,Non-Critical,0.2,Medical
are taking care of your new hip joint,Non-Critical,0.2,Medical
are taking care of your new knee joint,Non-Critical,0.2,Medical
are taking care of your vascular access for hemodialysis,Non-Critical,0.2,Medical
do i need to see a doctor for taking care of your vascular access for hemodialysis,Non-Critical,0.2,Medical
do you have information about taking iron supplements,Non-Critical,0.2,Medical
do you have information about taking medicine at home create a routine,Non-Critical,0.2,Medical
do you have information about taking medicines what to ask your doctor,Non-Critical,0.2,Medical
are taking medicines to treat tuberculosis,Non-Critical,0.2,Medical
do you have information about taking multiple medicines safely,Non-Critical,0.2,Medical
are taking narcotics for back pain,Non-Critical,0.2,Medical
do you have information about taking warfarin coumadin,Non-Critical,0.2,Medical
do you have information about taking warfarin coumadin jantoven what to ask your doctor,Non-Critical,0.2,Medical
do you have information about talcum powder poisoning,Non-Critical,0.2,Medical
are talking to someone with hearing loss,Non-Critical,0.2,Medical
are talking to your child about smoking,Non-Critical,0.2,Medical
how to prevent talking to your child about smoking,Non-Critical,0.2,Medical
do i need to see a doctor for talking to your child about smoking,Non-Critical,0.2,Medical
do you have information about talking to your teen about drinking,Non-Critical,0.2,Medical
are talking with a child about a parents terminal illness,Non-Critical,0.2,Medical
are tapeworm infection beef or pork,Non-Critical,0.2,Medical
what causes tapeworm infection beef or pork,Non-Critical,0.2,Medical
the symptoms of tapeworm infection beef or pork,Non-Critical,0.2,Medical
how to diagnose tapeworm infection beef or pork,Non-Critical,0.2,Medical
the treatments for tapeworm infection beef or pork,Non-Critical,0.2,Medical
the outlook for tapeworm infection beef or pork,Non-Critical,0.2,Medical
the complications of tapeworm infection beef or pork,Non-Critical,0.2,Medical
do i need to see a doctor for tapeworm infection beef or pork,Non-Critical,0.2,Medical
how to prevent tapeworm infection beef or pork,Non-Critical,0.2,Medical
are tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
what causes tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
the symptoms of tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
how to diagnose tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
the treatments for tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
the outlook for tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
the complications of tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
do i need to see a doctor for tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
how to prevent tapeworm infection hymenolepsis,Non-Critical,0.2,Medical
do you have information about tar remover poisoning,Non-Critical,0.2,Medical
do you have information about tarantula spider bite,Non-Critical,0.2,Medical
are tardive dyskinesia,Non-Critical,0.2,Medical
what causes tardive dyskinesia,Non-Critical,0.2,Medical
the symptoms of tardive dyskinesia,Non-Critical,0.2,Medical
the treatments for tardive dyskinesia,Non-Critical,0.2,Medical
the outlook for tardive dyskinesia,Non-Critical,0.2,Medical
are targeted therapies for cancer,Non-Critical,0.2,Medical
do you have information about targeted therapy questions to ask your doctor,Non-Critical,0.2,Medical
do you have information about taste impaired,Non-Critical,0.2,Medical
are taysachs resources,Non-Critical,0.2,Medical
are taysachs disease,Non-Critical,0.2,Medical
what causes taysachs disease,Non-Critical,0.2,Medical
the symptoms of taysachs disease,Non-Critical,0.2,Medical
how to diagnose taysachs disease,Non-Critical,0.2,Medical
the treatments for taysachs disease,Non-Critical,0.2,Medical
where to find support for people with taysachs disease,Non-Critical,0.2,Medical
the outlook for taysachs disease,Non-Critical,0.2,Medical
the complications of taysachs disease,Non-Critical,0.2,Medical
do i need to see a doctor for taysachs disease,Non-Critical,0.2,Medical
how to prevent taysachs disease,Non-Critical,0.2,Medical
do you have information about tbg blood test,Non-Critical,0.2,Medical
are td tetanus and diphtheria vaccine what you need to know,Non-Critical,0.2,Medical
are tdap tetanus diphtheria and pertussis vaccine what you need to know,Non-Critical,0.2,Medical
are teenage pregnancy,Non-Critical,0.2,Medical
who is at risk for teenage pregnancy,Non-Critical,0.2,Medical
do you have information about teenagers and drugs,Non-Critical,0.2,Medical
do you have information about teenagers and sleep,Non-Critical,0.2,Medical
are teething,Non-Critical,0.2,Medical
are telangiectasia,Non-Critical,0.2,Medical
what causes telangiectasia,Non-Critical,0.2,Medical
do i need to see a doctor for telangiectasia,Non-Critical,0.2,Medical
the outlook for telangiectasia,Non-Critical,0.2,Medical
are temper tantrums,Non-Critical,0.2,Medical
do you have information about temperature measurement,Non-Critical,0.2,Medical
are temporal arteritis,Non-Critical,0.2,Medical
what causes temporal arteritis,Non-Critical,0.2,Medical
the symptoms of temporal arteritis,Non-Critical,0.2,Medical
how to diagnose temporal arteritis,Non-Critical,0.2,Medical
the treatments for temporal arteritis,Non-Critical,0.2,Medical
the outlook for temporal arteritis,Non-Critical,0.2,Medical
do i need to see a doctor for temporal arteritis,Non-Critical,0.2,Medical
how to prevent temporal arteritis,Non-Critical,0.2,Medical
are tendinitis,Non-Critical,0.2,Medical
what causes tendinitis,Non-Critical,0.2,Medical
the symptoms of tendinitis,Non-Critical,0.2,Medical
how to diagnose tendinitis,Non-Critical,0.2,Medical
the treatments for tendinitis,Non-Critical,0.2,Medical
the outlook for tendinitis,Non-Critical,0.2,Medical
the complications of tendinitis,Non-Critical,0.2,Medical
do i need to see a doctor for tendinitis,Non-Critical,0.2,Medical
how to prevent tendinitis,Non-Critical,0.2,Medical
do you have information about tendon repair,Non-Critical,0.2,Medical
are tenesmus,Non-Critical,0.2,Medical
what to do for tenesmus,Non-Critical,0.2,Medical
what causes tenesmus,Non-Critical,0.2,Medical
do i need to see a doctor for tenesmus,Non-Critical,0.2,Medical
the outlook for tenesmus,Non-Critical,0.2,Medical
are tennis elbow,Non-Critical,0.2,Medical
what causes tennis elbow,Non-Critical,0.2,Medical
the symptoms of tennis elbow,Non-Critical,0.2,Medical
how to diagnose tennis elbow,Non-Critical,0.2,Medical
the treatments for tennis elbow,Non-Critical,0.2,Medical
the outlook for tennis elbow,Non-Critical,0.2,Medical
do i need to see a doctor for tennis elbow,Non-Critical,0.2,Medical
are tennis elbow surgery,Non-Critical,0.2,Medical
who is at risk for tennis elbow surgery,Non-Critical,0.2,Medical
the outlook for tennis elbow surgery,Non-Critical,0.2,Medical
are tennis elbow surgery discharge,Non-Critical,0.2,Medical
the outlook for tennis elbow surgery discharge,Non-Critical,0.2,Medical
do i need to see a doctor for tennis elbow surgery discharge,Non-Critical,0.2,Medical
are tenosynovitis,Non-Critical,0.2,Medical
what causes tenosynovitis,Non-Critical,0.2,Medical
the symptoms of tenosynovitis,Non-Critical,0.2,Medical
how to diagnose tenosynovitis,Non-Critical,0.2,Medical
the treatments for tenosynovitis,Non-Critical,0.2,Medical
the outlook for tenosynovitis,Non-Critical,0.2,Medical
the complications of tenosynovitis,Non-Critical,0.2,Medical
do i need to see a doctor for tenosynovitis,Non-Critical,0.2,Medical
how to prevent tenosynovitis,Non-Critical,0.2,Medical
do you have information about tensilon test,Non-Critical,0.2,Medical
are tension headache,Ambiguous,0.7,Medical
what causes tension headache,Ambiguous,0.7,Medical
the symptoms of tension headache,Ambiguous,0.7,Medical
how to diagnose tension headache,Ambiguous,0.7,Medical
the treatments for tension headache,Ambiguous,0.7,Medical
the outlook for tension headache,Ambiguous,0.7,Medical
do i need to see a doctor for tension headache,Ambiguous,0.7,Medical
how to prevent tension headache,Ambiguous,0.7,Medical
do you have information about testes,Non-Critical,0.2,Medical
are testicle lump,Non-Critical,0.2,Medical
what to do for testicle lump,Non-Critical,0.2,Medical
what causes testicle lump,Non-Critical,0.2,Medical
do i need to see a doctor for testicle lump,Non-Critical,0.2,Medical
the outlook for testicle lump,Non-Critical,0.2,Medical
how to prevent testicle lump,Non-Critical,0.2,Medical
are testicle pain,Non-Critical,0.2,Medical
what causes testicle pain,Non-Critical,0.2,Medical
what to do for testicle pain,Non-Critical,0.2,Medical
do i need to see a doctor for testicle pain,Non-Critical,0.2,Medical
the outlook for testicle pain,Non-Critical,0.2,Medical
do you have information about testicular biopsy,Non-Critical,0.2,Medical
are testicular cancer,Non-Critical,0.2,Medical
what causes testicular cancer,Non-Critical,0.2,Medical
the symptoms of testicular cancer,Non-Critical,0.2,Medical
how to diagnose testicular cancer,Non-Critical,0.2,Medical
the treatments for testicular cancer,Non-Critical,0.2,Medical
where to find support for people with testicular cancer,Non-Critical,0.2,Medical
the outlook for testicular cancer,Non-Critical,0.2,Medical
the complications of testicular cancer,Non-Critical,0.2,Medical
do i need to see a doctor for testicular cancer,Non-Critical,0.2,Medical
how to prevent testicular cancer,Non-Critical,0.2,Medical
are testicular failure,Non-Critical,0.2,Medical
what causes testicular failure,Non-Critical,0.2,Medical
the symptoms of testicular failure,Non-Critical,0.2,Medical
how to diagnose testicular failure,Non-Critical,0.2,Medical
the treatments for testicular failure,Non-Critical,0.2,Medical
the outlook for testicular failure,Non-Critical,0.2,Medical
the complications of testicular failure,Non-Critical,0.2,Medical
do i need to see a doctor for testicular failure,Non-Critical,0.2,Medical
how to prevent testicular failure,Non-Critical,0.2,Medical
do you have information about testicular selfexam,Non-Critical,0.2,Medical
are testicular torsion,Non-Critical,0.2,Medical
what causes testicular torsion,Non-Critical,0.2,Medical
the symptoms of testicular torsion,Non-Critical,0.2,Medical
how to diagnose testicular torsion,Non-Critical,0.2,Medical
the treatments for testicular torsion,Non-Critical,0.2,Medical
the outlook for testicular torsion,Non-Critical,0.2,Medical
the complications of testicular torsion,Non-Critical,0.2,Medical
do i need to see a doctor for testicular torsion,Non-Critical,0.2,Medical
how to prevent testicular torsion,Non-Critical,0.2,Medical
are testicular torsion repair,Non-Critical,0.2,Medical
who is at risk for testicular torsion repair,Non-Critical,0.2,Medical
the outlook for testicular torsion repair,Non-Critical,0.2,Medical
do you have information about testosterone,Non-Critical,0.2,Medical
do you have information about tests and visits before surgery,Non-Critical,0.2,Medical
do you have information about tests for h pylori,Non-Critical,0.2,Medical
are tetanus,Non-Critical,0.2,Medical
what causes tetanus,Non-Critical,0.2,Medical
the symptoms of tetanus,Non-Critical,0.2,Medical
how to diagnose tetanus,Non-Critical,0.2,Medical
the treatments for tetanus,Non-Critical,0.2,Medical
the outlook for tetanus,Non-Critical,0.2,Medical
the complications of tetanus,Non-Critical,0.2,Medical
do i need to see a doctor for tetanus,Non-Critical,0.2,Medical
how to prevent tetanus,Non-Critical,0.2,Medical
do you have information about tetrahydrozoline poisoning,Non-Critical,0.2,Medical
are tetralogy of fallot,Non-Critical,0.2,Medical
what causes tetralogy of fallot,Non-Critical,0.2,Medical
the symptoms of tetralogy of fallot,Non-Critical,0.2,Medical
how to diagnose tetralogy of fallot,Non-Critical,0.2,Medical
the treatments for tetralogy of fallot,Non-Critical,0.2,Medical
the outlook for tetralogy of fallot,Non-Critical,0.2,Medical
the complications of tetralogy of fallot,Non-Critical,0.2,Medical
do i need to see a doctor for tetralogy of fallot,Non-Critical,0.2,Medical
how to prevent tetralogy of fallot,Non-Critical,0.2,Medical
are thalassemia,Non-Critical,0.2,Medical
what causes thalassemia,Non-Critical,0.2,Medical
the symptoms of thalassemia,Non-Critical,0.2,Medical
how to diagnose thalassemia,Non-Critical,0.2,Medical
the treatments for thalassemia,Non-Critical,0.2,Medical
the outlook for thalassemia,Non-Critical,0.2,Medical
the complications of thalassemia,Non-Critical,0.2,Medical
do i need to see a doctor for thalassemia,Non-Critical,0.2,Medical
do you have information about the day of surgery for your child,Non-Critical,0.2,Medical
do you have information about the day of your surgery adult,Non-Critical,0.2,Medical
do you have information about the night before your surgery,Non-Critical,0.2,Medical
do you have information about the night before your surgery children,Non-Critical,0.2,Medical
do you have information about therapeutic drug levels,Non-Critical,0.2,Medical
do you have information about thiamin,Non-Critical,0.2,Medical
do you have information about thiazide overdose,Non-Critical,0.2,Medical
are thioridazine overdose,Non-Critical,0.2,Medical
the symptoms of thioridazine overdose,Non-Critical,0.2,Medical
what to do for thioridazine overdose,Non-Critical,0.2,Medical
the outlook for thioridazine overdose,Non-Critical,0.2,Medical
are thirst absent,Non-Critical,0.2,Medical
what to do for thirst absent,Non-Critical,0.2,Medical
what causes thirst absent,Non-Critical,0.2,Medical
do i need to see a doctor for thirst absent,Non-Critical,0.2,Medical
the outlook for thirst absent,Non-Critical,0.2,Medical
do you have information about thirst excessive,Non-Critical,0.2,Medical
do you have information about thoracentesis,Non-Critical,0.2,Medical
are thoracic aortic aneurysm,Non-Critical,0.2,Medical
what causes thoracic aortic aneurysm,Non-Critical,0.2,Medical
